,image_url,Id,Names,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
69,https://img.pokemondb.net/sprites/sword-shield/icon/meowth-galarian.png,0052,Meowth Galarian Meowth,Steel,,290,50,65,55,40,40,40
70,https://img.pokemondb.net/sprites/sword-shield/icon/persian.png,0053,Persian,Normal,,440,65,70,60,65,65,115
71,https://img.pokemondb.net/sprites/sword-shield/icon/persian-alolan.png,0053,Persian Alolan Persian,Dark,,440,65,60,60,75,65,115
72,https://img.pokemondb.net/sprites/sword-shield/icon/psyduck.png,0054,Psyduck,Water,,320,50,52,48,65,50,55
73,https://img.pokemondb.net/sprites/sword-shield/icon/golduck.png,0055,Golduck,Water,,500,80,82,78,95,80,85
74,https://img.pokemondb.net/sprites/sword-shield/icon/mankey.png,0056,Mankey,Fighting,,305,40,80,35,35,45,70
75,https://img.pokemondb.net/sprites/sword-shield/icon/primeape.png,0057,Primeape,Fighting,,455,65,105,60,60,70,95
76,https://img.pokemondb.net/sprites/sword-shield/icon/growlithe.png,0058,Growlithe,Fire,,350,55,70,45,70,50,60
77,https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe-hisuian.png,0058,Growlithe Hisuian Growlithe,Fire,Rock,350,60,75,45,65,50,55
78,https://img.pokemondb.net/sprites/sword-shield/icon/arcanine.png,0059,Arcanine,Fire,,555,90,110,80,100,80,95
79,https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine-hisuian.png,0059,Arcanine Hisuian Arcanine,Fire,Rock,555,95,115,80,95,80,90
80,https://img.pokemondb.net/sprites/sword-shield/icon/poliwag.png,0060,Poliwag,Water,,300,40,50,40,40,40,90
81,https://img.pokemondb.net/sprites/sword-shield/icon/poliwhirl.png,0061,Poliwhirl,Water,,385,65,65,65,50,50,90
82,https://img.pokemondb.net/sprites/sword-shield/icon/poliwrath.png,0062,Poliwrath,Water,Fighting,510,90,95,95,70,90,70
83,https://img.pokemondb.net/sprites/sword-shield/icon/abra.png,0063,Abra,Psychic,,310,25,20,15,105,55,90
84,https://img.pokemondb.net/sprites/sword-shield/icon/kadabra.png,0064,Kadabra,Psychic,,400,40,35,30,120,70,105
85,https://img.pokemondb.net/sprites/sword-shield/icon/alakazam.png,0065,Alakazam,Psychic,,500,55,50,45,135,95,120
86,https://img.pokemondb.net/sprites/sword-shield/icon/alakazam-mega.png,0065,Alakazam Mega Alakazam,Psychic,,600,55,50,65,175,105,150
87,https://img.pokemondb.net/sprites/sword-shield/icon/machop.png,0066,Machop,Fighting,,305,70,80,50,35,35,35
88,https://img.pokemondb.net/sprites/sword-shield/icon/machoke.png,0067,Machoke,Fighting,,405,80,100,70,50,60,45
89,https://img.pokemondb.net/sprites/sword-shield/icon/machamp.png,0068,Machamp,Fighting,,505,90,130,80,65,85,55
90,https://img.pokemondb.net/sprites/sword-shield/icon/bellsprout.png,0069,Bellsprout,Grass,Poison,300,50,75,35,70,30,40
91,https://img.pokemondb.net/sprites/sword-shield/icon/weepinbell.png,0070,Weepinbell,Grass,Poison,390,65,90,50,85,45,55
92,https://img.pokemondb.net/sprites/sword-shield/icon/victreebel.png,0071,Victreebel,Grass,Poison,490,80,105,65,100,70,70
93,https://img.pokemondb.net/sprites/sword-shield/icon/tentacool.png,0072,Tentacool,Water,Poison,335,40,40,35,50,100,70
94,https://img.pokemondb.net/sprites/sword-shield/icon/tentacruel.png,0073,Tentacruel,Water,Poison,515,80,70,65,80,120,100
95,https://img.pokemondb.net/sprites/sword-shield/icon/geodude.png,0074,Geodude,Rock,Ground,300,40,80,100,30,30,20
96,https://img.pokemondb.net/sprites/sword-shield/icon/geodude-alolan.png,0074,Geodude Alolan Geodude,Rock,Electric,300,40,80,100,30,30,20
97,https://img.pokemondb.net/sprites/sword-shield/icon/graveler.png,0075,Graveler,Rock,Ground,390,55,95,115,45,45,35
98,https://img.pokemondb.net/sprites/sword-shield/icon/graveler-alolan.png,0075,Graveler Alolan Graveler,Rock,Electric,390,55,95,115,45,45,35
99,https://img.pokemondb.net/sprites/sword-shield/icon/golem.png,0076,Golem,Rock,Ground,495,80,120,130,55,65,45
100,https://img.pokemondb.net/sprites/sword-shield/icon/golem-alolan.png,0076,Golem Alolan Golem,Rock,Electric,495,80,120,130,55,65,45
101,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta.png,0077,Ponyta,Fire,,410,50,85,55,65,65,90
102,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta-galarian.png,0077,Ponyta Galarian Ponyta,Psychic,,410,50,85,55,65,65,90
103,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash.png,0078,Rapidash,Fire,,500,65,100,70,80,80,105
104,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash-galarian.png,0078,Rapidash Galarian Rapidash,Psychic,Fairy,500,65,100,70,80,80,105
105,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke.png,0079,Slowpoke,Water,Psychic,315,90,65,65,40,40,15
106,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke-galarian.png,0079,Slowpoke Galarian Slowpoke,Psychic,,315,90,65,65,40,40,15
107,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro.png,0080,Slowbro,Water,Psychic,490,95,75,110,100,80,30
108,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-mega.png,0080,Slowbro Mega Slowbro,Water,Psychic,590,95,75,180,130,80,30
109,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-galarian.png,0080,Slowbro Galarian Slowbro,Poison,Psychic,490,95,100,95,100,70,30
110,https://img.pokemondb.net/sprites/sword-shield/icon/magnemite.png,0081,Magnemite,Electric,Steel,325,25,35,70,95,55,45
111,https://img.pokemondb.net/sprites/sword-shield/icon/magneton.png,0082,Magneton,Electric,Steel,465,50,60,95,120,70,70
112,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd.png,0083,Farfetch'd,Normal,Flying,377,52,90,55,58,62,60
113,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd-galarian.png,0083,Farfetch'd Galarian Farfetch'd,Fighting,,377,52,95,55,58,62,55
114,https://img.pokemondb.net/sprites/sword-shield/icon/doduo.png,0084,Doduo,Normal,Flying,310,35,85,45,35,35,75
115,https://img.pokemondb.net/sprites/sword-shield/icon/dodrio.png,0085,Dodrio,Normal,Flying,470,60,110,70,60,60,110
116,https://img.pokemondb.net/sprites/sword-shield/icon/seel.png,0086,Seel,Water,,325,65,45,55,45,70,45
117,https://img.pokemondb.net/sprites/sword-shield/icon/dewgong.png,0087,Dewgong,Water,Ice,475,90,70,80,70,95,70
118,https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png,0088,Grimer,Poison,,325,80,80,50,40,50,25
119,https://img.pokemondb.net/sprites/sword-shield/icon/grimer-alolan.png,0088,Grimer Alolan Grimer,Poison,Dark,325,80,80,50,40,50,25
120,https://img.pokemondb.net/sprites/sword-shield/icon/muk.png,0089,Muk,Poison,,500,105,105,75,65,100,50
121,https://img.pokemondb.net/sprites/sword-shield/icon/muk-alolan.png,0089,Muk Alolan Muk,Poison,Dark,500,105,105,75,65,100,50
122,https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png,0090,Shellder,Water,,305,30,65,100,45,25,40
123,https://img.pokemondb.net/sprites/sword-shield/icon/cloyster.png,0091,Cloyster,Water,Ice,525,50,95,180,85,45,70
124,https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png,0092,Gastly,Ghost,Poison,310,30,35,30,100,35,80
125,https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png,0093,Haunter,Ghost,Poison,405,45,50,45,115,55,95
126,https://img.pokemondb.net/sprites/sword-shield/icon/gengar.png,0094,Gengar,Ghost,Poison,500,60,65,60,130,75,110
127,https://img.pokemondb.net/sprites/sword-shield/icon/gengar-mega.png,0094,Gengar Mega Gengar,Ghost,Poison,600,60,65,80,170,95,130
128,https://img.pokemondb.net/sprites/sword-shield/icon/onix.png,0095,Onix,Rock,Ground,385,35,45,160,30,45,70
129,https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png,0096,Drowzee,Psychic,,328,60,48,45,43,90,42
130,https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png,0097,Hypno,Psychic,,483,85,73,70,73,115,67
131,https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png,0098,Krabby,Water,,325,30,105,90,25,25,50
132,https://img.pokemondb.net/sprites/sword-shield/icon/kingler.png,0099,Kingler,Water,,475,55,130,115,50,50,75
133,https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png,0100,Voltorb,Electric,,330,40,30,50,55,55,100
134,https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb-hisuian.png,0100,Voltorb Hisuian Voltorb,Electric,Grass,330,40,30,50,55,55,100
135,https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png,0101,Electrode,Electric,,490,60,50,70,80,80,150
136,https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode-hisuian.png,0101,Electrode Hisuian Electrode,Electric,Grass,490,60,50,70,80,80,150
137,https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png,0102,Exeggcute,Grass,Psychic,325,60,40,80,60,45,40
138,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor.png,0103,Exeggutor,Grass,Psychic,530,95,95,85,125,75,55
139,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor-alolan.png,0103,Exeggutor Alolan Exeggutor,Grass,Dragon,530,95,105,85,125,75,45
140,https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png,0104,Cubone,Ground,,320,50,50,95,40,50,35
141,https://img.pokemondb.net/sprites/sword-shield/icon/marowak.png,0105,Marowak,Ground,,425,60,80,110,50,80,45
142,https://img.pokemondb.net/sprites/sword-shield/icon/marowak-alolan.png,0105,Marowak Alolan Marowak,Fire,Ghost,425,60,80,110,50,80,45
143,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonlee.png,0106,Hitmonlee,Fighting,,455,50,120,53,35,110,87
144,https://img.pokemondb.net/sprites/sword-shield/icon/hitmonchan.png,0107,Hitmonchan,Fighting,,455,50,105,79,35,110,76
145,https://img.pokemondb.net/sprites/sword-shield/icon/lickitung.png,0108,Lickitung,Normal,,385,90,55,75,60,75,30
146,https://img.pokemondb.net/sprites/sword-shield/icon/koffing.png,0109,Koffing,Poison,,340,40,65,95,60,45,35
147,https://img.pokemondb.net/sprites/sword-shield/icon/weezing.png,0110,Weezing,Poison,,490,65,90,120,85,70,60
148,https://img.pokemondb.net/sprites/sword-shield/icon/weezing-galarian.png,0110,Weezing Galarian Weezing,Poison,Fairy,490,65,90,120,85,70,60
149,https://img.pokemondb.net/sprites/sword-shield/icon/rhyhorn.png,0111,Rhyhorn,Ground,Rock,345,80,85,95,30,30,25
150,https://img.pokemondb.net/sprites/sword-shield/icon/rhydon.png,0112,Rhydon,Ground,Rock,485,105,130,120,45,45,40
151,https://img.pokemondb.net/sprites/sword-shield/icon/chansey.png,0113,Chansey,Normal,,450,250,5,5,35,105,50
152,https://img.pokemondb.net/sprites/sword-shield/icon/tangela.png,0114,Tangela,Grass,,435,65,55,115,100,40,60
153,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan.png,0115,Kangaskhan,Normal,,490,105,95,80,40,80,90
154,https://img.pokemondb.net/sprites/sword-shield/icon/kangaskhan-mega.png,0115,Kangaskhan Mega Kangaskhan,Normal,,590,105,125,100,60,100,100
155,https://img.pokemondb.net/sprites/sword-shield/icon/horsea.png,0116,Horsea,Water,,295,30,40,70,70,25,60
156,https://img.pokemondb.net/sprites/sword-shield/icon/seadra.png,0117,Seadra,Water,,440,55,65,95,95,45,85
157,https://img.pokemondb.net/sprites/sword-shield/icon/goldeen.png,0118,Goldeen,Water,,320,45,67,60,35,50,63
158,https://img.pokemondb.net/sprites/sword-shield/icon/seaking.png,0119,Seaking,Water,,450,80,92,65,65,80,68
159,https://img.pokemondb.net/sprites/sword-shield/icon/staryu.png,0120,Staryu,Water,,340,30,45,55,70,55,85
160,https://img.pokemondb.net/sprites/sword-shield/icon/starmie.png,0121,Starmie,Water,Psychic,520,60,75,85,100,85,115
161,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime.png,0122,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90
162,https://img.pokemondb.net/sprites/sword-shield/icon/mr-mime-galarian.png,0122,Mr. Mime Galarian Mr. Mime,Ice,Psychic,460,50,65,65,90,90,100
163,https://img.pokemondb.net/sprites/sword-shield/icon/scyther.png,0123,Scyther,Bug,Flying,500,70,110,80,55,80,105
164,https://img.pokemondb.net/sprites/sword-shield/icon/jynx.png,0124,Jynx,Ice,Psychic,455,65,50,35,115,95,95
165,https://img.pokemondb.net/sprites/sword-shield/icon/electabuzz.png,0125,Electabuzz,Electric,,490,65,83,57,95,85,105
166,https://img.pokemondb.net/sprites/sword-shield/icon/magmar.png,0126,Magmar,Fire,,495,65,95,57,100,85,93
167,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir.png,0127,Pinsir,Bug,,500,65,125,100,55,70,85
168,https://img.pokemondb.net/sprites/sword-shield/icon/pinsir-mega.png,0127,Pinsir Mega Pinsir,Bug,Flying,600,65,155,120,65,90,105
169,https://img.pokemondb.net/sprites/sword-shield/icon/tauros.png,0128,Tauros,Normal,,490,75,100,95,40,70,110
170,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean.png,0128,Tauros Combat Breed,Fighting,,490,75,110,105,30,70,100
171,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-blaze.png,0128,Tauros Blaze Breed,Fighting,Fire,490,75,110,105,30,70,100
172,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-aqua.png,0128,Tauros Aqua Breed,Fighting,Water,490,75,110,105,30,70,100
173,https://img.pokemondb.net/sprites/sword-shield/icon/magikarp.png,0129,Magikarp,Water,,200,20,10,55,15,20,80
174,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados.png,0130,Gyarados,Water,Flying,540,95,125,79,60,100,81
175,https://img.pokemondb.net/sprites/sword-shield/icon/gyarados-mega.png,0130,Gyarados Mega Gyarados,Water,Dark,640,95,155,109,70,130,81
176,https://img.pokemondb.net/sprites/sword-shield/icon/lapras.png,0131,Lapras,Water,Ice,535,130,85,80,85,95,60
177,https://img.pokemondb.net/sprites/sword-shield/icon/ditto.png,0132,Ditto,Normal,,288,48,48,48,48,48,48
178,https://img.pokemondb.net/sprites/sword-shield/icon/eevee.png,0133,Eevee,Normal,,325,55,55,50,45,65,55
179,https://img.pokemondb.net/sprites/sword-shield/icon/eevee-lets-go.png,0133,Eevee Partner Eevee,Normal,,435,65,75,70,65,85,75
180,https://img.pokemondb.net/sprites/sword-shield/icon/vaporeon.png,0134,Vaporeon,Water,,525,130,65,60,110,95,65
181,https://img.pokemondb.net/sprites/sword-shield/icon/jolteon.png,0135,Jolteon,Electric,,525,65,65,60,110,95,130
182,https://img.pokemondb.net/sprites/sword-shield/icon/flareon.png,0136,Flareon,Fire,,525,65,130,60,95,110,65
183,https://img.pokemondb.net/sprites/sword-shield/icon/porygon.png,0137,Porygon,Normal,,395,65,60,70,85,75,40
184,https://img.pokemondb.net/sprites/sword-shield/icon/omanyte.png,0138,Omanyte,Rock,Water,355,35,40,100,90,55,35
185,https://img.pokemondb.net/sprites/sword-shield/icon/omastar.png,0139,Omastar,Rock,Water,495,70,60,125,115,70,55
186,https://img.pokemondb.net/sprites/sword-shield/icon/kabuto.png,0140,Kabuto,Rock,Water,355,30,80,90,55,45,55
187,https://img.pokemondb.net/sprites/sword-shield/icon/kabutops.png,0141,Kabutops,Rock,Water,495,60,115,105,65,70,80
188,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl.png,0142,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130
189,https://img.pokemondb.net/sprites/sword-shield/icon/aerodactyl-mega.png,0142,Aerodactyl Mega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150
190,https://img.pokemondb.net/sprites/sword-shield/icon/snorlax.png,0143,Snorlax,Normal,,540,160,110,65,65,110,30
191,https://img.pokemondb.net/sprites/sword-shield/icon/articuno.png,0144,Articuno,Ice,Flying,580,90,85,100,95,125,85
192,https://img.pokemondb.net/sprites/sword-shield/icon/articuno-galarian.png,0144,Articuno Galarian Articuno,Psychic,Flying,580,90,85,85,125,100,95
193,https://img.pokemondb.net/sprites/sword-shield/icon/zapdos.png,0145,Zapdos,Electric,Flying,580,90,90,85,125,90,100
194,https://img.pokemondb.net/sprites/sword-shield/icon/zapdos-galarian.png,0145,Zapdos Galarian Zapdos,Fighting,Flying,580,90,125,90,85,90,100
195,https://img.pokemondb.net/sprites/sword-shield/icon/moltres.png,0146,Moltres,Fire,Flying,580,90,100,90,125,85,90
196,https://img.pokemondb.net/sprites/sword-shield/icon/moltres-galarian.png,0146,Moltres Galarian Moltres,Dark,Flying,580,90,85,90,100,125,90
197,https://img.pokemondb.net/sprites/sword-shield/icon/dratini.png,0147,Dratini,Dragon,,300,41,64,45,50,50,50
198,https://img.pokemondb.net/sprites/sword-shield/icon/dragonair.png,0148,Dragonair,Dragon,,420,61,84,65,70,70,70
199,https://img.pokemondb.net/sprites/sword-shield/icon/dragonite.png,0149,Dragonite,Dragon,Flying,600,91,134,95,100,100,80
200,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo.png,0150,Mewtwo,Psychic,,680,106,110,90,154,90,130
201,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-x.png,0150,Mewtwo Mega Mewtwo X,Psychic,Fighting,780,106,190,100,154,100,130
202,https://img.pokemondb.net/sprites/sword-shield/icon/mewtwo-mega-y.png,0150,Mewtwo Mega Mewtwo Y,Psychic,,780,106,150,70,194,120,140
203,https://img.pokemondb.net/sprites/sword-shield/icon/mew.png,0151,Mew,Psychic,,600,100,100,100,100,100,100
204,https://img.pokemondb.net/sprites/sword-shield/icon/chikorita.png,0152,Chikorita,Grass,,318,45,49,65,49,65,45
205,https://img.pokemondb.net/sprites/sword-shield/icon/bayleef.png,0153,Bayleef,Grass,,405,60,62,80,63,80,60
206,https://img.pokemondb.net/sprites/sword-shield/icon/meganium.png,0154,Meganium,Grass,,525,80,82,100,83,100,80
207,https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png,0155,Cyndaquil,Fire,,309,39,52,43,60,50,65
208,https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png,0156,Quilava,Fire,,405,58,64,58,80,65,80
